estado,municipio,cp,asentamiento,tipo
México,"Tlalnepantla de Baz",54040,"Los Pirules",Fraccionamiento
México,"Tlalnepantla de Baz",54040,"Rincón del Valle",Fraccionamiento
México,"Tlalnepantla de Baz",54040,"San Andrés Atenco",Pueblo
México,"Tlalnepantla de Baz",54040,"San Andrés Atenco Ampliación",Colonia
México,"Tlalnepantla de Baz",54040,"Valle de los Pinos 1ra Sección",Fraccionamiento
México,"Tlalnepantla de Baz",54040,"Valle Verde",Fraccionamiento
México,"Tlalnepantla de Baz",54049,"Balcones del Valle",Colonia
México,"Tlalnepantla de Baz",54050,"Bosques de México",Fraccionamiento
México,"Tlalnepantla de Baz",54050,"Ex-Hacienda de Santa Mónica",Colonia
México,"Tlalnepantla de Baz",54050,Jacarandas,Fraccionamiento
México,"Tlalnepantla de Baz",54050,"Jacarandas Ampliación",Fraccionamiento
México,"Tlalnepantla de Baz",54050,"Jardines de Santa Mónica",Fraccionamiento
México,"Tlalnepantla de Baz",54050,"Las Margaritas",Fraccionamiento
México,"Tlalnepantla de Baz",54050,"Magisterial Vista Bella",Fraccionamiento
México,"Tlalnepantla de Baz",54050,"Margaritas Ampliación",Fraccionamiento
México,"Tlalnepantla de Baz",54054,"Bellavista Satélite",Fraccionamiento
México,"Tlalnepantla de Baz",54054,"Club de Golf Bellavista",Fraccionamiento
México,"Tlalnepantla de Baz",54054,"Jardines Bellavista",Fraccionamiento
México,"Tlalnepantla de Baz",54054,"Residencial Privanza",Fraccionamiento
México,"Tlalnepantla de Baz",54054,"Rincón de Bella Vista",Fraccionamiento
México,"Tlalnepantla de Baz",54055,"San Lucas Tepetlacalco",Pueblo
México,"Tlalnepantla de Baz",54055,"San Lucas Tepetlacalco Ampliación",Colonia
México,"Tlalnepantla de Baz",54057,"Valle de Santa Mónica",Fraccionamiento
México,"Tlalnepantla de Baz",54059,"Francisco Villa",Colonia
México,"Tlalnepantla de Baz",54060,"Arcos Electra",Fraccionamiento
México,"Tlalnepantla de Baz",54060,Electra,Fraccionamiento
México,"Tlalnepantla de Baz",54060,"La Loma",Pueblo
México,"Tlalnepantla de Baz",54060,"La Loma","Zona industrial"
México,"Tlalnepantla de Baz",54060,"Miguel Hidalgo",Colonia
México,"Tlalnepantla de Baz",54060,"Valle de los Pinos 2da. Sección",Fraccionamiento
México,"Tlalnepantla de Baz",54060,"Valle del Paraíso",Fraccionamiento
México,"Tlalnepantla de Baz",54060,"Valle Sol",Fraccionamiento
México,"Tlalnepantla de Baz",54060,"Viveros del Río",Fraccionamiento
México,"Tlalnepantla de Baz",54060,"Viveros del Valle",Fraccionamiento
México,"Tlalnepantla de Baz",54063,"Rinconada del Paraíso",Fraccionamiento
México,"Tlalnepantla de Baz",54067,Tlalcalli,"Unidad habitacional"
México,"Tlalnepantla de Baz",54068,"Benito Juárez Centro",Colonia
México,"Tlalnepantla de Baz",54069,"Las Rosas",Fraccionamiento
México,"Tlalnepantla de Baz",54069,"Plaza de las Rosas",Colonia
México,"Tlalnepantla de Baz",54070,"Adolfo López Mateos","Unidad habitacional"
México,"Tlalnepantla de Baz",54070,"El Cortijo","Unidad habitacional"
México,"Tlalnepantla de Baz",54070,"La Comunidad",Fraccionamiento
México,"Tlalnepantla de Baz",54070,"Rancho San Antonio",Fraccionamiento
México,"Tlalnepantla de Baz",54070,"San José Puente de Vigas","Zona industrial"
México,"Tlalnepantla de Baz",54070,Tlalnemex,Colonia
México,"Tlalnepantla de Baz",54073,"Los Reyes","Zona industrial"
México,"Tlalnepantla de Baz",54075,"Los Reyes",Pueblo
México,"Tlalnepantla de Baz",54075,"Los Reyes Ixtacala 2da. Sección",Fraccionamiento
México,"Tlalnepantla de Baz",54076,"Los Tejavanes","Unidad habitacional"
México,"Tlalnepantla de Baz",54080,"Ampliación Vista Hermosa",Fraccionamiento
México,"Tlalnepantla de Baz",54080,"Bellavista Puente de Vigas",Colonia
México,"Tlalnepantla de Baz",54080,"Condominios Villas Satélite","Unidad habitacional"
México,"Tlalnepantla de Baz",54080,"Conjunto Pintores",Fraccionamiento
México,"Tlalnepantla de Baz",54080,"El Mirador",Colonia
México,"Tlalnepantla de Baz",54080,"Las Armas","Zona industrial"
México,"Tlalnepantla de Baz",54080,Natura,Residencial
México,"Tlalnepantla de Baz",54080,"Plazas de la Colina",Fraccionamiento
México,"Tlalnepantla de Baz",54080,"Real del Ocho",Residencial
México,"Tlalnepantla de Baz",54080,"Residencias del Parque",Fraccionamiento
México,"Tlalnepantla de Baz",54080,"Tepetlacalco A. C.","Unidad habitacional"
México,"Tlalnepantla de Baz",54080,"Vista Hermosa",Colonia
México,"Tlalnepantla de Baz",54080,"Viveros de La Loma",Fraccionamiento
México,"Tlalnepantla de Baz",54080,Xocoyahualco,Pueblo
México,"Tlalnepantla de Baz",54088,"International Business de México S A de C V","Gran usuario"
México,"Tlalnepantla de Baz",54090,"Hogares Ferrocarrileros","Unidad habitacional"
México,"Tlalnepantla de Baz",54090,"La Escuela",Colonia
México,"Tlalnepantla de Baz",54090,"La Mora",Colonia
México,"Tlalnepantla de Baz",54090,"Los Cedros","Unidad habitacional"
México,"Tlalnepantla de Baz",54090,"Los Reyes Ixtacala 1ra. Sección",Fraccionamiento
México,"Tlalnepantla de Baz",54090,"Puente de Vigas","Zona industrial"
México,"Tlalnepantla de Baz",54090,"Puente de Vigas",Pueblo
México,"Tlalnepantla de Baz",54090,"Rosario 1 Sector CROC II","Unidad habitacional"
México,"Tlalnepantla de Baz",54090,"Rosario 1 Sector CROC III-A","Unidad habitacional"
México,"Tlalnepantla de Baz",54090,"Rosario 1 Sector CROC VII","Unidad habitacional"
México,"Tlalnepantla de Baz",54090,"Rosario 1 Sector II-CA","Unidad habitacional"
México,"Tlalnepantla de Baz",54090,"Rosario 1 Sector II-CB","Unidad habitacional"
México,"Tlalnepantla de Baz",54090,"Rosario 1 Sector II-CD","Unidad habitacional"
México,"Tlalnepantla de Baz",54090,"Rosario 1 Sector III-A","Unidad habitacional"
México,"Tlalnepantla de Baz",54090,"Rosario 1 Sector III-B","Unidad habitacional"
México,"Tlalnepantla de Baz",54090,"Rosario 1 Sector III-C","Unidad habitacional"
México,"Tlalnepantla de Baz",54090,"Rosario I Sector CROC III B","Unidad habitacional"
México,"Tlalnepantla de Baz",54090,"Rosario II Sector I","Unidad habitacional"
México,"Tlalnepantla de Baz",54090,"Rosario II Sector II","Unidad habitacional"
México,"Tlalnepantla de Baz",54090,"Rosario II Sector III","Unidad habitacional"
México,"Tlalnepantla de Baz",54090,"San Jerónimo Tepetlacalco","Parque industrial"
México,"Tlalnepantla de Baz",54090,"San Jerónimo Tepetlacalco",Pueblo
México,"Tlalnepantla de Baz",54090,"San José Puente de Vigas",Pueblo
México,"Tlalnepantla de Baz",54090,"San Pablo Xalpa",Pueblo
México,"Tlalnepantla de Baz",54090,SEDENA,"Unidad habitacional"
México,"Tlalnepantla de Baz",54092,"Rosario 1 Sector CROC V Bugambilias","Unidad habitacional"
México,"Tlalnepantla de Baz",54092,"Rosario Ceylán",Fraccionamiento
México,"Tlalnepantla de Baz",54093,"Rosario II Gasera","Unidad habitacional"
México,"Tlalnepantla de Baz",54094,"Rosario II Hipódromo Textil","Unidad habitacional"
México,"Tlalnepantla de Baz",54098,"Gustavo Baz Prada Los Reyes Ixtacala","Unidad habitacional"
México,"Tlalnepantla de Baz",54100,"Las Palomas",Colonia
México,"Tlalnepantla de Baz",54100,"San Lucas Patoni",Pueblo
México,"Tlalnepantla de Baz",54100,"Unbidad CROC Solidaridad","Unidad habitacional"
México,"Tlalnepantla de Baz",54108,"Ampliación La Arboleda",Colonia
México,"Tlalnepantla de Baz",54108,"La Sideral",Colonia
México,"Tlalnepantla de Baz",54109,"La Arboleda",Colonia
México,"Tlalnepantla de Baz",54110,"Cooperativa La Romana",Colonia
México,"Tlalnepantla de Baz",54110,"El Olivo I",Colonia
México,"Tlalnepantla de Baz",54110,"Franja Municipal",Colonia
México,"Tlalnepantla de Baz",54110,"Hogar Obrero",Colonia
México,"Tlalnepantla de Baz",54110,"Isidro Fabela",Colonia
México,"Tlalnepantla de Baz",54110,"La Blanca",Colonia
México,"Tlalnepantla de Baz",54110,"Lomas del Calvario",Colonia
México,"Tlalnepantla de Baz",54110,"Nuevo México",Fraccionamiento
México,"Tlalnepantla de Baz",54110,"Reforma Urbana",Colonia
México,"Tlalnepantla de Baz",54110,"Santa María Tlayacampa",Pueblo
México,"Tlalnepantla de Baz",54110,"Unidad Barrientos","Unidad habitacional"
México,"Tlalnepantla de Baz",54118,"Franja Férrea",Colonia
México,"Tlalnepantla de Baz",54119,"El Olivo II Parte Alta Carlos Pichardo Cruz",Fraccionamiento
México,"Tlalnepantla de Baz",54119,"El Olivo II Parte Baja",Fraccionamiento
México,"Tlalnepantla de Baz",54120,"Gustavo Baz Prada",Colonia
México,"Tlalnepantla de Baz",54120,"Gustavo Baz Prada Ampliación",Colonia
México,"Tlalnepantla de Baz",54120,"La Cañada",Fraccionamiento
México,"Tlalnepantla de Baz",54120,"Loma Bonita",Fraccionamiento
México,"Tlalnepantla de Baz",54120,"Los Parajes",Colonia
México,"Tlalnepantla de Baz",54120,"Rancho San Rafael Amates",Colonia
México,"Tlalnepantla de Baz",54120,"San Rafael",Pueblo
México,"Tlalnepantla de Baz",54120,"San Rafael",Fraccionamiento
México,"Tlalnepantla de Baz",54120,Tlayapa,Colonia
México,"Tlalnepantla de Baz",54124,Cuauhtémoc,Colonia
México,"Tlalnepantla de Baz",54126,"Río San Javier",Colonia
México,"Tlalnepantla de Baz",54126,"Tabla Honda",Colonia
México,"Tlalnepantla de Baz",54126,"Tabla Honda","Zona industrial"
México,"Tlalnepantla de Baz",54127,"Ferrocarrilera San Rafael",Colonia
México,"Tlalnepantla de Baz",54128,"Condominios San Rafael","Unidad habitacional"
México,"Tlalnepantla de Baz",54130,"El Rosal",Colonia
México,"Tlalnepantla de Baz",54130,"Ex Ejido de Santa Cecilia",Colonia
México,"Tlalnepantla de Baz",54130,Independencia,Colonia
México,"Tlalnepantla de Baz",54130,"Independencia Ampliación",Colonia
México,"Tlalnepantla de Baz",54130,"Izcalli del Río",Fraccionamiento
México,"Tlalnepantla de Baz",54130,"Jardines de la Cañada","Unidad habitacional"
México,"Tlalnepantla de Baz",54130,"Jardines Santa Cecilia INFONAVIT","Unidad habitacional"
México,"Tlalnepantla de Baz",54130,"Los Ángeles",Colonia
México,"Tlalnepantla de Baz",54130,"Media Luna",Colonia
México,"Tlalnepantla de Baz",54130,"Santa Cecilia",Fraccionamiento
México,"Tlalnepantla de Baz",54130,"Santa Cecilia Acatitlán",Pueblo
México,"Tlalnepantla de Baz",54130,"Valle de las Pirámides",Fraccionamiento
México,"Tlalnepantla de Baz",54134,"Jardines de Santa Cecilia",Fraccionamiento
México,"Tlalnepantla de Baz",54135,"San Buenaventura","Zona industrial"
México,"Tlalnepantla de Baz",54136,"San Buenaventura","Unidad habitacional"
México,"Tlalnepantla de Baz",54140,"El Puerto",Colonia
México,"Tlalnepantla de Baz",54140,"El Tenayo Centro",Colonia
México,"Tlalnepantla de Baz",54140,"El Tenayo Norte",Colonia
México,"Tlalnepantla de Baz",54140,"El Tenayo Sur",Colonia
México,"Tlalnepantla de Baz",54140,"Ex-Ejido de San Lucas Patoni",Colonia
México,"Tlalnepantla de Baz",54140,"FFCC Cecilia Mora Viuda de Gómez",Colonia
México,"Tlalnepantla de Baz",54140,"Izcalli Acatitlán",Fraccionamiento
México,"Tlalnepantla de Baz",54140,"Izcalli Pirámide",Fraccionamiento
México,"Tlalnepantla de Baz",54140,"Izcalli Pirámide II","Unidad habitacional"
México,"Tlalnepantla de Baz",54140,"La Cantera",Colonia
México,"Tlalnepantla de Baz",54140,"San Miguel Chalma",Pueblo
México,"Tlalnepantla de Baz",54142,"Chalma La Unión",Fraccionamiento
México,"Tlalnepantla de Baz",54143,"Chalma La Barranca",Fraccionamiento
México,"Tlalnepantla de Baz",54145,"Tabla Honda","Unidad habitacional"
México,"Tlalnepantla de Baz",54146,"La Cuchilla",Colonia
México,"Tlalnepantla de Baz",54147,"El Tenayo","Unidad habitacional"
México,"Tlalnepantla de Baz",54147,"Valle del Tenayo","Unidad habitacional"
México,"Tlalnepantla de Baz",54149,"Hugo Cervantes del Río",Fraccionamiento
México,"Tlalnepantla de Baz",54150,"Acueducto Tenayuca",Colonia
México,"Tlalnepantla de Baz",54150,Ahuehuetes,Colonia
México,"Tlalnepantla de Baz",54150,"Ampliación Valle Ceylán",Fraccionamiento
México,"Tlalnepantla de Baz",54150,"Arenal Tenayuca",Colonia
México,"Tlalnepantla de Baz",54150,"Loma Escondida","Unidad habitacional"
México,"Tlalnepantla de Baz",54150,"San Bartolo Tenayuca",Pueblo
México,"Tlalnepantla de Baz",54150,"Valle Ceylán",Fraccionamiento
México,"Tlalnepantla de Baz",54152,"La Purísima",Colonia
México,"Tlalnepantla de Baz",54158,"Poder de Dios",Colonia
México,"Tlalnepantla de Baz",54160,Artemisa,"Unidad habitacional"
México,"Tlalnepantla de Baz",54160,"El Tejocote","Unidad habitacional"
México,"Tlalnepantla de Baz",54160,"La Joya Ixtacala",Colonia
México,"Tlalnepantla de Baz",54160,Miraflores,Fraccionamiento
México,"Tlalnepantla de Baz",54160,"Nueva Ixtacala",Fraccionamiento
México,"Tlalnepantla de Baz",54160,P.I.P.S.A.,"Unidad habitacional"
México,"Tlalnepantla de Baz",54160,"Prado Ixtacala",Colonia
México,"Tlalnepantla de Baz",54160,"San Antonio Ixtacala",Colonia
México,"Tlalnepantla de Baz",54160,"San Felipe Ixtacala",Colonia
México,"Tlalnepantla de Baz",54160,"San Juan Ixtacala",Pueblo
México,"Tlalnepantla de Baz",54162,"Ceylán Ixtacala",Colonia
México,"Tlalnepantla de Baz",54168,"San Juan Ixtacala Ampliación Norte",Colonia
México,"Tlalnepantla de Baz",54170,"Bosques de Ceylán",Colonia
México,"Tlalnepantla de Baz",54170,"Prado Vallejo",Fraccionamiento
México,"Tlalnepantla de Baz",54170,"Prensa Nacional",Colonia
México,"Tlalnepantla de Baz",54170,"San Pablo Xalpa","Parque industrial"
México,"Tlalnepantla de Baz",54170,"Venustiano Carranza",Colonia
México,"Tlalnepantla de Baz",54172,"Ex Hacienda de En Medio","Unidad habitacional"
México,"Tlalnepantla de Baz",54173,"Maravillas Ceylán","Unidad habitacional"
México,"Tlalnepantla de Baz",54180,"Atrás del Tequiquil",Colonia
México,"Tlalnepantla de Baz",54180,"El Arenal",Colonia
México,"Tlalnepantla de Baz",54180,"Lomas de San Juan Ixhuatepec",Colonia
México,"Tlalnepantla de Baz",54180,"San José Ixhuatepec",Colonia
México,"Tlalnepantla de Baz",54180,"San Juan Ixhuatepec",Pueblo
México,"Tlalnepantla de Baz",54187,"Ecuestre Residencial San José",Colonia
México,"Tlalnepantla de Baz",54187,"La Presa","Zona industrial"
México,"Tlalnepantla de Baz",54187,"Magisterial Siglo XXI","Unidad habitacional"
México,"Tlalnepantla de Baz",54189,"Lázaro Cárdenas 1ra. Sección",Colonia
México,"Tlalnepantla de Baz",54189,"Lázaro Cárdenas 2da. Sección",Colonia
México,"Tlalnepantla de Baz",54189,"Lázaro Cárdenas 3ra. Sección",Colonia
México,"Tlalnepantla de Baz",54190,"Constitución de 1917",Colonia
México,"Tlalnepantla de Baz",54190,"Constituyentes de 1857",Colonia
México,"Tlalnepantla de Baz",54190,"División del Norte",Colonia
México,"Tlalnepantla de Baz",54190,"Dr. Jorge Jiménez Cantu",Colonia
México,"Tlalnepantla de Baz",54190,"FFCC Concepción Zepeda Viuda de Gómez Z.",Colonia
México,"Tlalnepantla de Baz",54190,"La Laguna",Colonia
México,"Tlalnepantla de Baz",54190,"La Petrolera",Colonia
México,"Tlalnepantla de Baz",54190,"Marina Nacional",Colonia
México,"Tlalnepantla de Baz",54193,"Ex-Ejido de Tepeolulco",Colonia
México,"Tlalnepantla de Baz",54195,"Colinas de San José",Fraccionamiento
México,"Tlalnepantla de Baz",54196,"Angeles San José","Conjunto habitaciona"
México,"Tlalnepantla de Baz",54196,"Bahía del Copal","Unidad habitacional"
México,"Tlalnepantla de Baz",54197,"San Isidro Ixhuatepec",Colonia
México,"Tlalnepantla de Baz",54198,"Lomas de Lindavista El Copal",Fraccionamiento
México,"Tlalnepantla de Baz",54198,"Los Ángeles",Fraccionamiento
México,Tlatlaya,51550,Tlatlaya,Pueblo
México,Tlatlaya,51553,Coatepec,Pueblo
México,Tlatlaya,51553,"Dieciocho de Marzo",Ranchería
México,Tlatlaya,51553,"El Terroncillo",Ranchería
México,Tlatlaya,51553,"La Cueva",Pueblo
México,Tlatlaya,51553,"Loma Larga",Pueblo
México,Tlatlaya,51553,"Los Miraveles",Ranchería
México,Tlatlaya,51553,"Peña del Agua",Ranchería
México,Tlatlaya,51553,"Piedra Ancha",Ranchería
México,Tlatlaya,51553,"Puerto Frío",Ranchería
México,Tlatlaya,51553,Teopazul,Ranchería
México,Tlatlaya,51554,"Cerro del Morado",Ranchería
México,Tlatlaya,51554,"Corral de Piedra Dos",Ranchería
México,Tlatlaya,51554,"El Arenal",Ranchería
México,Tlatlaya,51554,"El Revelado",Ranchería
México,Tlatlaya,51554,"Juntas del Paso Topilar",Ranchería
México,Tlatlaya,51554,Tecomatlán,Ranchería
México,Tlatlaya,51555,"El Potrero",Ranchería
México,Tlatlaya,51555,"La Laguna Puerto de la Arena",Ranchería
México,Tlatlaya,51555,"Plan de la Cuadrilla",Ranchería
México,Tlatlaya,51555,"Puerto de la  Arena",Pueblo
México,Tlatlaya,51556,"Cuadrilla de Gutiérrez",Ranchería
México,Tlatlaya,51556,"El Limón",Pueblo
México,Tlatlaya,51556,"El Mango",Ranchería
México,Tlatlaya,51556,"Juntas del Río Limón",Ranchería
México,Tlatlaya,51556,"San Mateo",Pueblo
México,Tlatlaya,51557,"Benito Juárez",Colonia
México,Tlatlaya,51557,"Los Ocotes",Pueblo
México,Tlatlaya,51557,"San Juan Tetitlán",Pueblo
México,Tlatlaya,51558,Barriales,Ranchería
México,Tlatlaya,51558,"Cuadrilla de los Sotero",Ranchería
México,Tlatlaya,51558,"La Cofradía",Ranchería
México,Tlatlaya,51558,"Pueblo Nuevo",Colonia
México,Tlatlaya,51559,"Corral Parota",Ranchería
México,Tlatlaya,51559,"La Guacamaya",Ranchería
México,Tlatlaya,51559,Mazatitla,Ranchería
México,Tlatlaya,51559,"Santa Cruz",Pueblo
México,Tlatlaya,51559,"Santa María",Pueblo
México,Tlatlaya,51560,Azúchil,Ranchería
México,Tlatlaya,51560,"Limón Terrero",Ranchería
México,Tlatlaya,51564,"Cerro de los Bautistas",Ranchería
México,Tlatlaya,51564,"El Poroche",Ranchería
México,Tlatlaya,51564,"El Tiquimil",Ranchería
México,Tlatlaya,51564,"Las Juntas de Azúchil",Ranchería
México,Tlatlaya,51565,"El Devanador",Ranchería
México,Tlatlaya,51565,"La Cubata",Ranchería
México,Tlatlaya,51565,"Vuelta del Río",Pueblo
México,Tlatlaya,51566,Cacahuananche,Ranchería
México,Tlatlaya,51566,Coahuilotes,Ranchería
México,Tlatlaya,51566,"El Naranjito",Ranchería
México,Tlatlaya,51566,"El Zapote",Pueblo
México,Tlatlaya,51566,"Ranchos Nuevos",Ranchería
México,Tlatlaya,51568,"La Lagunilla",Pueblo
México,Tlatlaya,51569,"Agua Fría",Ranchería
México,Tlatlaya,51569,"El Ciruelo",Ranchería
México,Tlatlaya,51569,"El Naranjito",Pueblo
México,Tlatlaya,51569,"El Reparo",Ranchería
México,Tlatlaya,51569,"La Víbora",Ranchería
México,Tlatlaya,51569,"Las Juntas del Paso",Ranchería
México,Tlatlaya,51569,"Los Limones",Ranchería
México,Tlatlaya,51569,"Paso de Jaquinicuil",Pueblo
México,Tlatlaya,51570,"Santa Ana Zicatecoyan",Pueblo
México,Tlatlaya,51570,"Tierra Blanca",Colonia
México,Tlatlaya,51572,"Barranca de las Flores",Ranchería
México,Tlatlaya,51572,Chachalacatenco,Ranchería
México,Tlatlaya,51572,"El Alambique",Ranchería
México,Tlatlaya,51572,"Peña Colorada",Ranchería
México,Tlatlaya,51572,"Pinzán Morado",Ranchería
México,Tlatlaya,51572,"Plan del Alambique",Ranchería
México,Tlatlaya,51573,"El Montón",Ranchería
México,Tlatlaya,51573,"El Tamarindo",Ranchería
México,Tlatlaya,51573,"El Toroal",Ranchería
México,Tlatlaya,51573,"La Parota",Pueblo
México,Tlatlaya,51573,"San Juan Corral",Pueblo
México,Tlatlaya,51574,"Cerro Blanco",Ranchería
México,Tlatlaya,51574,"Los Hornos",Ranchería
México,Tlatlaya,51574,"Río Topilar",Ranchería
México,Tlatlaya,51575,"Charco del Lagarto",Ranchería
México,Tlatlaya,51575,"El Manguito",Ranchería
México,Tlatlaya,51575,"Peña del Órgano",Pueblo
México,Tlatlaya,51576,"Cuadrilla Nueva",Ranchería
México,Tlatlaya,51576,"El Zopilote",Pueblo
México,Tlatlaya,51576,"Juntas de Santa Ana Zicatecoyan",Ranchería
México,Tlatlaya,51576,Moctezuma,Pueblo
México,Tlatlaya,51576,"Rancho Cua",Ranchería
México,Tlatlaya,51577,Amacuatitla,Ranchería
México,Tlatlaya,51577,"Cruz del Norte",Pueblo
México,Tlatlaya,51577,"El Gavilán",Pueblo
México,Tlatlaya,51577,"Puerto Minatitlán",Ranchería
México,Tlatlaya,51577,"Puerto Seco",Pueblo
México,Tlatlaya,51578,"Cerro de Aguacatepec",Ranchería
México,Tlatlaya,51578,"Corral de Piedra",Pueblo
México,Tlatlaya,51578,"El Mango",Ranchería
México,Tlatlaya,51578,"El Salitrillo",Pueblo
México,Tlatlaya,51578,"La Alcantarilla",Ranchería
México,Tlatlaya,51578,"Rincón del Aguacate",Pueblo
México,Tlatlaya,51578,"Salitre Grande",Ranchería
México,Tlatlaya,51579,"Cuadrilla de las Flores",Ranchería
México,Tlatlaya,51579,"Cuadrilla del Cirián (Cirián Grande)",Ranchería
México,Tlatlaya,51579,"El Suchual",Ranchería
México,Tlatlaya,51579,"La Cofradia",Ranchería
México,Tlatlaya,51579,"Pie del Cerro",Pueblo
México,Tlatlaya,51579,"San Felipe Tepehuastitlán",Ranchería
México,Tlatlaya,51579,"San Lucas",Ranchería
México,Tlatlaya,51579,Tejupilquito,Pueblo
México,Tlatlaya,51580,"El Limo",Ranchería
México,Tlatlaya,51580,"San Francisco de Asís",Pueblo
México,Tlatlaya,51580,Tlacocuspan,Pueblo
México,Tlatlaya,51582,"El Naranjo Palmar Grande",Ranchería
México,Tlatlaya,51582,"Palmar Grande",Pueblo
México,Tlatlaya,51583,Macuatitla,Ranchería
México,Tlatlaya,51583,"Palma Torcida",Pueblo
México,Tlatlaya,51583,"Pie del Cerro San Vicente",Ranchería
México,Tlatlaya,51584,"Ancón de los Curieles",Pueblo
México,Tlatlaya,51584,"Cuadrilla Nueva",Ranchería
México,Tlatlaya,51584,"El Higo Prieto",Pueblo
México,Tlatlaya,51584,"El Salitre Ojo de Agua",Ranchería
México,Tlatlaya,51585,"San Pedro Limón",Pueblo
México,Tlatlaya,51586,"Palos Verdes",Pueblo
México,Tlatlaya,51587,Cascalote,Ranchería
México,Tlatlaya,51587,"Cirián Grande",Ranchería
México,Tlatlaya,51587,"El Guayabo",Ranchería
México,Tlatlaya,51587,"El Llano",Ranchería
México,Tlatlaya,51587,Huixtitla,Ranchería
México,Tlatlaya,51587,Mayaltepec,Pueblo
México,Tlatlaya,51587,"Peña Blanca",Ranchería
México,Tlatlaya,51587,"Rancho Viejo",Ranchería
México,Tlatlaya,51588,"El Guitarratel",Ranchería
México,Tlatlaya,51588,"El Sauz",Ranchería
México,Tlatlaya,51588,"Las Esmeraldas",Pueblo
México,Tlatlaya,51588,"Las Esmeraldas (Puerto del Órgano)",Ranchería
México,Tlatlaya,51588,"Puerto de los Martínez",Ranchería
México,Tlatlaya,51590,"Rincón Grande",Pueblo
México,Tlatlaya,51598,"El Naranjo",Pueblo
México,Tlatlaya,51598,"El Temblor",Pueblo
México,Tlatlaya,51598,"Las Juntas",Ranchería
México,Tlatlaya,51598,"Nuevo Copaltepec",Pueblo
México,Tlatlaya,51598,"Palos Altos",Ranchería
México,Tlatlaya,51598,"San Antonio del Rosario",Pueblo
México,Tlatlaya,51599,"Ancón de la Presa",Ranchería
México,Tlatlaya,51599,"La Parota",Pueblo
México,Toluca,50000,Centro,Colonia
México,Toluca,50009,"Palacio de Gobierno del Estado de México","Gran usuario"
México,Toluca,50010,Celanese,Colonia
México,Toluca,50010,"Club Jardín",Colonia
México,Toluca,50010,"Del Panteón",Barrio
México,Toluca,50010,"El Balcón",Colonia
México,Toluca,50010,"El Tejocote",Colonia
México,Toluca,50010,"Ex-hacienda la Magdalena",Colonia
México,Toluca,50010,"Galaxias de San Lorenzo",Fraccionamiento
México,Toluca,50010,"Gran Morada",Fraccionamiento
México,Toluca,50010,Guadalupe,Colonia
México,Toluca,50010,"Hacienda San Agustín",Fraccionamiento
México,Toluca,50010,"La Cruz Comalco",Colonia
México,Toluca,50010,"La Loma",Colonia
México,Toluca,50010,"La Magdalena",Colonia
México,Toluca,50010,"Los Girasoles",Fraccionamiento
México,Toluca,50010,"Los Girasoles I",Fraccionamiento
México,Toluca,50010,"Los Girasoles II",Fraccionamiento
México,Toluca,50010,"Los Girasoles III",Fraccionamiento
México,Toluca,50010,"Los Girasoles IV",Fraccionamiento
México,Toluca,50010,"San Angelin",Barrio
México,Toluca,50010,"San Juan de la Cruz",Colonia
México,Toluca,50010,"San Lorenzo Tepaltitlán Centro",Colonia
México,Toluca,50010,Tlacopa,Barrio
México,Toluca,50010,Universidad,Colonia
México,Toluca,50010,"Villas Tepaltitlán",Fraccionamiento
México,Toluca,50016,"De la Crespa",Barrio
México,Toluca,50016,"Jardines de la Crespa","Unidad habitacional"
México,Toluca,50016,"Parque industrial San Antonio","Zona industrial"
México,Toluca,50017,"Las Brisas",Fraccionamiento
México,Toluca,50017,"Rincón de San Lorenzo",Colonia
México,Toluca,50018,"El Mogote",Colonia
México,Toluca,50018,"Las Flores",Residencial
México,Toluca,50018,"San Antonio",Colonia
México,Toluca,50019,"El Charco",Colonia
México,Toluca,50019,"San Rafael",Colonia
México,Toluca,50020,"3 Caminos",Colonia
México,Toluca,50020,"Bosques de la Mora",Fraccionamiento
México,Toluca,50020,"Los Ángeles",Colonia
México,Toluca,50020,"Los Frailes",Fraccionamiento
México,Toluca,50020,"Rancho la Mora",Colonia
México,Toluca,50020,"Rinconada de la Mora",Fraccionamiento
México,Toluca,50020,"Santiago Miltepec",Pueblo
México,Toluca,50020,"Valle de Santiago Residencial",Fraccionamiento
México,Toluca,50026,"Carlos Hank González",Colonia
México,Toluca,50039,"La Vega",Fraccionamiento
México,Toluca,50040,"Electricistas Locales",Colonia
México,Toluca,50040,"La Retama",Barrio
México,Toluca,50040,"La Teresona",Barrio
México,Toluca,50040,"San Luis Obispo",Barrio
México,Toluca,50040,"San Miguel Apinahuizco",Barrio
México,Toluca,50040,"Sector Popular",Colonia
México,Toluca,50040,"Sor Juana Inés de la Cruz",Colonia
México,Toluca,50040,Unión,Colonia
México,Toluca,50050,"El Cóporo",Barrio
México,Toluca,50050,"Santa Bárbara",Barrio
México,Toluca,50050,"Zopilocalco Norte",Barrio
México,Toluca,50050,"Zopilocalco Sur",Barrio
México,Toluca,50060,Doctores,Colonia
México,Toluca,50060,Huitzila,Barrio
México,Toluca,50060,"Lomas Altas",Fraccionamiento
México,Toluca,50060,"Niños Héroes (Penciones)",Colonia
México,Toluca,50060,"San Juan Buenavista",Colonia
México,Toluca,50069,"Centro SCT México","Gran usuario"
México,Toluca,50070,"Fidel Velázquez","Unidad habitacional"
